url,title
https://www.youtube.com/watch?v=jpoz_uM2ZFI,Mind-Blowing AI Tools You Need to See
https://www.youtube.com/watch?v=EzScqirAqfU,The 8 Plugins That Will Change How You Use ChatGPT
https://www.youtube.com/watch?v=4M0oYnWNTTk,AI News: What You Missed This Week
https://www.youtube.com/watch?v=SCfCuLy4RJA,The AI Innovation That Will Change Gaming Forever
https://www.youtube.com/watch?v=dR1UniW835c,This AI Video Went Viral - Here's How To Make It
https://www.youtube.com/watch?v=Z9RdP_-cwfU,The AI News You Most Likely Missed This Week!
https://www.youtube.com/watch?v=mc44FyGG-dY,The Coolest Tech From Augmented World Expo!
https://www.youtube.com/watch?v=DIRno8o8VfI,Everything You Need To Know From Apple's WWDC
https://www.youtube.com/watch?v=br2jHMdBT6Y,Here's The AI News You Probably Missed This Week!
https://www.youtube.com/watch?v=eXttLLdlzaI,Emerging AI: This Week's Mind-Boggling Advances!
https://www.youtube.com/watch?v=Hsb6h2fBE7A,Did You See What You Can Do With AI In Photoshop?
https://www.youtube.com/watch?v=gJvRxLWoilw,AI Had A Crazy News Week! Here's What You Missed.
https://www.youtube.com/watch?v=pgdmhwtsntk,Creating Viral Videos With AI
https://www.youtube.com/watch?v=Voo752vFTKE,Mind-bending AI Is Changing Art And VFX Forever
https://www.youtube.com/watch?v=UZODvaq0WJE,Did You Hear About This AI News Yet?
https://www.youtube.com/watch?v=btYylfCSSsI,An AI Camera Filmed A Robot Playing Basketball
https://www.youtube.com/watch?v=3u80Zuwf2Zo,"My AI ""Second Brain"" To Make Life Easier"
https://www.youtube.com/watch?v=NV-Gdtxpqmw,The Amount of AI News This Week Was Insane!
https://www.youtube.com/watch?v=7BbibthxCp8,Look At What We Can Do With AI Video Now!
https://www.youtube.com/watch?v=u-FvmqqUvLo,MidJourney Has Competition (And It's Free To Use)!
https://www.youtube.com/watch?v=T0cZIvZplXw,The AI News is Picking Up Speed Again!
https://www.youtube.com/watch?v=50lI8rcQnpk,MidJourney Just Got Some Major Upgrades!
https://www.youtube.com/watch?v=liVOBblR_TA,We Can Finally Do Text In Our AI Images!
https://www.youtube.com/watch?v=NuGRgd_JIGQ,AI Not Allowed To Use Nukes! (And Other AI News)
https://www.youtube.com/watch?v=EjbcDF66vy4,The ONE ChatGPT prompt to rule them all!
https://www.youtube.com/watch?v=pQGJc3i_BmE,Install Auto-GPT Locally (Setup Guide + Use Cases)
https://www.youtube.com/watch?v=jkPLWZWsg4M,AI News is Getting Out of Hand!
https://www.youtube.com/watch?v=h3AhYJ8YVss,Make A Movie with AI: It's Crazy What We Can Do!
https://www.youtube.com/watch?v=tUBg6nzNrf8,Rapid Breakdown of ALL of This Weeks AI News!
https://www.youtube.com/watch?v=wUONNv7guXI,You Can Actually Chat With Images Now! (MiniGPT-4)
https://www.youtube.com/watch?v=FQIHLFLrTw0,A ChatGPT Alternative That's Free & Open Source!
https://www.youtube.com/watch?v=OTdaZA7D8nA,AI News You Probably Missed This Week (It's Chaos)
https://www.youtube.com/watch?v=0m0AbdoFLq4,Install Auto-GPT Locally (Quick Setup Guide)
https://www.youtube.com/watch?v=qEY488zCmTw,Crazy AI Tech Allows ANYONE To Build 3D Games
https://www.youtube.com/watch?v=EjEzYIv0RSU,Autonomous AI: Are We Creating Westworld?
https://www.youtube.com/watch?v=I_FjCPOa-Do,ANYONE Can Make Insane Visual Effects Now!
https://www.youtube.com/watch?v=Qm2Ai_JiQmo,AI That Learns: We're Closer To AGI Than You Think
https://www.youtube.com/watch?v=2O_vecl28OA,CRAZY AI Computer Graphic Technology!
https://www.youtube.com/watch?v=ka1Pqk2o3tM,The ChatGPT Playbook of EPIC Prompts
https://www.youtube.com/watch?v=jCr9tr-iX_0,What's The Prompt For That AI Image? (Here's the Trick)
https://www.youtube.com/watch?v=3rAXMVT66PU,Cool AI Text Tool Makes AWESOME Logos!
https://www.youtube.com/watch?v=IyKKhxYJ4U4,Using AI To Build A Game From Scratch (NO Experience)
https://www.youtube.com/watch?v=oa_M8UiOYX4,This 3D AI Technology Is Getting Wild!
https://www.youtube.com/watch?v=AS3z_6tSIL0,They Think AI Has Gone Too Far! Time To Rethink?
https://www.youtube.com/watch?v=k0OhVtxJHMA,Insane AI Advancements Keep On Coming!
https://www.youtube.com/watch?v=g8AogXYg0No,Testing MidJourney Hacks From Twitter
https://www.youtube.com/watch?v=Pn1oxyK6gL0,Is Google Bard The ChatGPT Killer?
https://www.youtube.com/watch?v=3H_zHz-gkOI,Another Massive Week in AI! (Summed Up in 10-Min)
https://www.youtube.com/watch?v=ZSfwgKDcGKY,A Massive Upgrade To ChatGPT! (This is Crazy)
https://www.youtube.com/watch?v=wQW0ARTbAPI,We Now Have Free AI Chat Built-In!
https://www.youtube.com/watch?v=UzcAaEZKu4A,All of This AI News Is Getting Absolutely Crazy!
https://www.youtube.com/watch?v=tEsL9KVb5Eg,Free AI Art Tool Let's You Build 3D Worlds!
https://www.youtube.com/watch?v=rBxvEgibwMw,Actual AI Text-To-Video is Finally Here!
https://www.youtube.com/watch?v=39YQFrmZhH4,AI's Most Insane Week - Things Will Never Be The Same
https://www.youtube.com/watch?v=DH-2BHDYNfk,These New AI Features Will Destroy Businesses
https://www.youtube.com/watch?v=onjfu3Uh2vI,MidJourney V5 Is Live! Here's EVERYTHING You Need To Know
https://www.youtube.com/watch?v=eFtyKdEsZDw,How To Access GPT-4 (and what it can do)
https://www.youtube.com/watch?v=xr3hRZrZ8DY,Is Bing's Version of ChatGPT Actually Good Again?
https://www.youtube.com/watch?v=vNd7UHC2TDQ,GPT-4 is Coming Next Week? Plus More Insane AI Tools!
https://www.youtube.com/watch?v=cUCP9KGhzMc,MidJourney V5 Looks Insane!
https://www.youtube.com/watch?v=EnGR_e6q-bs,Simple AI Animation Tutorial (Like Corridor Crew)
https://www.youtube.com/watch?v=w5EZCkwJcus,AI Technology That Will Change The World (Again)
https://www.youtube.com/watch?v=GN14nVe-Nmo,Crazy AI-Powered Webcam Technology!
https://www.youtube.com/watch?v=fLLPQF0CiA4,This AI-Video Tool Will Change Video Production Forever
https://www.youtube.com/watch?v=o3cBNpjRU80,Find The Next Insane AI Tools BEFORE Everyone Else (Pt. 2)
https://www.youtube.com/watch?v=E2XJgyWARW8,Turn ChatGPT into a Powerful Midjourney Prompt Machine
https://www.youtube.com/watch?v=KXCVBu4btUk,MidJourney Prompts For Ultra-Realistic Images
https://www.youtube.com/watch?v=_yEhcc-r3Aw,Revealed: This Is Exactly How I Make My Thumbnails
https://www.youtube.com/watch?v=wOnUz8acivM,Bing Chat Refuses To Talk To Me (Use This Instead)
https://www.youtube.com/watch?v=p57iJeqGEoo,"""Borrow"" Any Pose For Your AI Art! (Easy Tutorial)"
https://www.youtube.com/watch?v=s80eizs-ak8,This AI Chrome Extension Is Amazing!
https://www.youtube.com/watch?v=dqkQo2alZvU,How To Make Cool AI Videos (Step-By-Step)
https://www.youtube.com/watch?v=Po-ykkCLE6M,Install Stable Diffusion Locally (Quick Setup Guide)
https://www.youtube.com/watch?v=5we-wP1G3Dg,Simple Scribble Drawings Into Works of Art! (Anyone can be an artist!)
https://www.youtube.com/watch?v=TnMYOuc0elc,AI-Generated Music Vocals Are Crazy (New Tech)
https://www.youtube.com/watch?v=MEhqLgGhgMs,New Tool Makes AI VECTOR Logos (You're Seeing This First!)
https://www.youtube.com/watch?v=qYX1BFg84Hw,Why Buy ChatGPT Plus If Bing Does It For Free?
https://www.youtube.com/watch?v=KKE0Hq2GYac,"Forget Text-To-Image, Check Out Text-To-3D-World!"
https://www.youtube.com/watch?v=SGLqGjk00-E,This Will Make You Want To Switch To Bing!
